time,seconds_elapsed,relativeAltitude,pressure
1765009585576400100,0.211400146484375,0,1016.3074951171875
1765009585640404000,0.275404052734375,0,1016.3074951171875
1765009585704402200,0.339402099609375,-0.010568618774414062,1016.3087158203125
1765009585768401400,0.4034013671875,-0.021137237548828125,1016.3099975585938
1765009585832401200,0.467401123046875,-0.031707763671875,1016.3112182617188
1765009585896399400,0.5313994140625,-0.031707763671875,1016.3112182617188
1765009585960401700,0.595401611328125,-0.031707763671875,1016.3112182617188
1765009586024402200,0.659402099609375,-0.04227638244628906,1016.3125
1765009586088403000,0.72340283203125,-0.031707763671875,1016.3112182617188
1765009586152402400,0.78740234375,-0.031707763671875,1016.3112182617188
1765009586216398000,0.851398193359375,-0.031707763671875,1016.3112182617188
1765009586280403200,0.9154033203125,-0.021137237548828125,1016.3099975585938
1765009586344400100,0.979400146484375,-0.021137237548828125,1016.3099975585938
1765009586408401000,1.04340087890625,-0.021137237548828125,1016.3099975585938
1765009586472401200,1.107401123046875,-0.021137237548828125,1016.3099975585938
1765009586536403000,1.17140283203125,-0.021137237548828125,1016.3099975585938
1765009586600401200,1.235401123046875,-0.031707763671875,1016.3112182617188
1765009586664398600,1.299398681640625,-0.031707763671875,1016.3112182617188
1765009586728401700,1.363401611328125,-0.04227638244628906,1016.3125
1765009586792402200,1.427402099609375,-0.04227638244628906,1016.3125
1765009586856399000,1.491399169921875,-0.031707763671875,1016.3112182617188
1765009586920400600,1.555400634765625,0.031707763671875,1016.3037109375
1765009586984400000,1.61939990234375,0.11626052856445312,1016.293701171875
1765009587048400100,1.683400146484375,0.1426830291748047,1016.2899780273438
1765009587112402200,1.747402099609375,0.07398414611816406,1016.2987060546875
1765009587176401700,1.811401611328125,0.031707763671875,1016.3037109375
1765009587240400000,1.87539990234375,-0.1268291473388672,1016.3224487304688
1765009587304404500,1.939404541015625,-0.4333324432373047,1016.3599853515625
1765009587368400400,2.003400390625,-0.7556896209716797,1016.3987426757812
1765009587432399600,2.067399658203125,-0.9776401519775391,1016.4249877929688
1765009587496398800,2.13139892578125,-1.0886173248291016,1016.438720703125
1765009587560399600,2.195399658203125,-1.2260150909423828,1016.4549560546875
1765009587624399600,2.259399658203125,-1.3052825927734375,1016.4649658203125
1765009587688400000,2.32339990234375,-1.2947139739990234,1016.4637451171875
1765009587752401200,2.387401123046875,-1.3686981201171875,1016.4724731445312
1765009587816397600,2.4513974609375,-1.3686981201171875,1016.4724731445312
1765009587880399400,2.5153994140625,-1.2048759460449219,1016.4524536132812
1765009587944398000,2.579398193359375,-0.9247951507568359,1016.418701171875
1765009588008400400,2.643400390625,-0.7345523834228516,1016.396240234375
1765009588072401400,2.7074013671875,-0.6235771179199219,1016.3825073242188
1765009588136399600,2.771399658203125,-0.6341457366943359,1016.3837280273438
1765009588200402200,2.835402099609375,-0.6341457366943359,1016.3837280273438
1765009588264402000,2.89940185546875,-0.5601615905761719,1016.375
1765009588328401700,2.963401611328125,-0.4174785614013672,1016.3574829101562
1765009588392401700,3.027401611328125,-0.31178855895996094,1016.344970703125
1765009588456398800,3.09139892578125,-0.322357177734375,1016.3462524414062
1765009588520398800,3.15539892578125,-0.2589435577392578,1016.3387451171875
1765009588584398300,3.2193984375,-0.09512138366699219,1016.3187255859375
1765009588648397800,3.283397705078125,0.010568618774414062,1016.3062133789062
1765009588712398000,3.347398193359375,-0.08455276489257812,1016.3175048828125
1765009588776397300,3.411397216796875,-0.23780441284179688,1016.3362426757812
1765009588840397000,3.47539697265625,-0.34349632263183594,1016.3487548828125
1765009588904397600,3.5393974609375,-0.31178855895996094,1016.344970703125
1765009588968396500,3.603396484375,-0.21666526794433594,1016.333740234375
1765009589032397000,3.66739697265625,-0.09512138366699219,1016.3187255859375
1765009589096397800,3.731397705078125,0.021139144897460938,1016.3049926757812
1765009589160397600,3.7953974609375,0.06341552734375,1016.2999877929688
1765009589224397800,3.859397705078125,0.052845001220703125,1016.3012084960938
1765009589288396500,3.923396484375,0.010568618774414062,1016.3062133789062
1765009589352397000,3.98739697265625,-0.07398414611816406,1016.3162231445312
1765009589416396800,4.051396728515625,-0.06341361999511719,1016.3150024414062
1765009589480396800,4.115396728515625,-0.052845001220703125,1016.313720703125
1765009589544398800,4.17939892578125,-0.10569000244140625,1016.3200073242188
1765009589608401000,4.24340087890625,-0.18495941162109375,1016.3299560546875
1765009589672400100,4.307400146484375,-0.1743907928466797,1016.3287353515625
1765009589736398300,4.3713984375,-0.20609664916992188,1016.3324584960938
1765009589800399400,4.4353994140625,-0.1955280303955078,1016.3312377929688
1765009589864400400,4.499400390625,-0.04227638244628906,1016.3125
1765009589928398300,4.5633984375,0.15325164794921875,1016.2887573242188
1765009589992400100,4.627400146484375,0.31178855895996094,1016.2699584960938
1765009590056399000,4.691399169921875,0.44390296936035156,1016.2537231445312
1765009590120399400,4.7553994140625,0.2272357940673828,1016.2799682617188
1765009590184397600,4.8193974609375,-0.08455276489257812,1016.3175048828125
1765009590248401000,4.88340087890625,-0.2695121765136719,1016.3399658203125
1765009590312401000,4.94740087890625,-0.613006591796875,1016.3812255859375
1765009590376398300,5.0113984375,-0.5178852081298828,1016.3699951171875
1765009590440399400,5.0753994140625,-0.08455276489257812,1016.3175048828125
1765009590504398800,5.13939892578125,0.28008079528808594,1016.2737426757812
1765009590568400000,5.20339990234375,0.33292579650878906,1016.2674560546875
1765009590632400600,5.267400634765625,0.2272357940673828,1016.2799682617188
1765009590696398300,5.3313984375,0.1638202667236328,1016.2874755859375
