time,seconds_elapsed,z,y,x
1765009585515525400,0.150525390625,9.72854232788086,1.235228180885315,-0.006941936444491148
1765009585525525500,0.160525390625,9.72852897644043,1.2353318929672241,0.007996764034032822
1765009585535525400,0.170525390625,9.728596687316895,1.2346563339233398,0.02073783241212368
1765009585545525500,0.180525390625,9.728986740112305,1.231485366821289,0.025710158050060272
1765009585555525400,0.190525390625,9.729170799255371,1.2300400733947754,0.02504006400704384
1765009585565525500,0.200525390625,9.728944778442383,1.2319097518920898,0.020797288045287132
1765009585575525400,0.210525390625,9.728676795959473,1.2340871095657349,0.016068102791905403
1765009585585525500,0.220525390625,9.728519439697266,1.2354092597961426,0.008113885298371315
1765009585595525400,0.230525390625,9.72823429107666,1.2376739978790283,0.002867969684302807
1765009585605525500,0.240525390625,9.727751731872559,1.2414640188217163,-0.0006234873435460031
1765009585615525400,0.250525390625,9.727011680603027,1.2472460269927979,-0.001262946636416018
1765009585625525500,0.260525390625,9.726468086242676,1.251486897468567,-0.0009342498960904777
1765009585635525400,0.270525390625,9.726433753967285,1.2517470121383667,-0.0029842767398804426
1765009585645525500,0.280525390625,9.726495742797852,1.2512621879577637,-0.0036074756644666195
1765009585655525400,0.290525390625,9.726541519165039,1.2509082555770874,-0.003621262963861227
1765009585665525500,0.300525390625,9.726669311523438,1.2499074935913086,-0.00338036403991282
1765009585675525400,0.310525390625,9.726790428161621,1.2489713430404663,-0.0035834801383316517
1765009585685525500,0.320525390625,9.72691535949707,1.2479971647262573,-0.003802058519795537
1765009585695525400,0.330525390625,9.72691535949707,1.2479923963546753,-0.0037263103295117617
1765009585705525500,0.340525390625,9.726888656616211,1.2482012510299683,-0.0038584135472774506
1765009585715525400,0.350525390625,9.726811408996582,1.248809814453125,-0.0036409832537174225
1765009585725525500,0.360525390625,9.726737022399902,1.2493805885314941,-0.0042885844595730305
1765009585735525400,0.370525390625,9.726572036743164,1.2506648302078247,-0.0050937640480697155
1765009585745525500,0.380525390625,9.726428985595703,1.251776099205017,-0.005710857454687357
1765009585755525400,0.390525390625,9.726309776306152,1.2526977062225342,-0.006166163831949234
1765009585765525500,0.400525390625,9.72620677947998,1.2534983158111572,-0.006059986539185047
1765009585775525400,0.410525390625,9.726187705993652,1.2536457777023315,-0.00583599042147398
1765009585785525500,0.420525390625,9.726144790649414,1.2539784908294678,-0.005282897036522627
1765009585795525400,0.430525390625,9.726141929626465,1.2540063858032227,-0.004705172963440418
1765009585805525500,0.440525390625,9.726147651672363,1.2539564371109009,-0.00400291895493865
1765009585815525400,0.450525390625,9.726176261901855,1.2537401914596558,-0.0032487830612808466
1765009585825525500,0.460525390625,9.726253509521484,1.2531465291976929,-0.002247805241495371
1765009585835525400,0.470525390625,9.72634506225586,1.2524375915527344,-0.0015135211870074272
1765009585845525500,0.480525390625,9.726421356201172,1.2518508434295654,-0.0010122160892933607
1765009585855525400,0.490525390625,9.726465225219727,1.2515032291412354,-0.0010069077834486961
1765009585865525500,0.500525390625,9.72651481628418,1.2511100769042969,-0.0014049492310732603
1765009585875525400,0.510525390625,9.726583480834961,1.250584363937378,-0.0023354135919362307
1765009585885525500,0.520525390625,9.726637840270996,1.2501620054244995,-0.002995900111272931
1765009585895525400,0.530525390625,9.726618766784668,1.2503033876419067,-0.0034165079705417156
1765009585905525500,0.540525390625,9.72655200958252,1.2508227825164795,-0.004066611640155315
1765009585915525400,0.550525390625,9.726397514343262,1.2520265579223633,-0.004666810389608145
1765009585925525500,0.560525390625,9.72628116607666,1.252929925918579,-0.004965811036527157
1765009585935525400,0.570525390625,9.726167678833008,1.2538049221038818,-0.005550817120820284
1765009585945525500,0.580525390625,9.726082801818848,1.2544602155685425,-0.0057456884533166885
1765009585955525400,0.590525390625,9.726001739501953,1.2550934553146362,-0.005655359942466021
1765009585965525500,0.600525390625,9.725909233093262,1.2558047771453857,-0.0053826309740543365
1765009585975525400,0.610525390625,9.725768089294434,1.2569022178649902,-0.005549407098442316
1765009585985525500,0.620525390625,9.725632667541504,1.2579423189163208,-0.00569363497197628
1765009585995525400,0.630525390625,9.725537300109863,1.2586767673492432,-0.006252511404454708
1765009586005525500,0.640525390625,9.72551441192627,1.2588489055633545,-0.006820163689553738
1765009586015525400,0.650525390625,9.725578308105469,1.258360505104065,-0.006975514814257622
1765009586025525500,0.660525390625,9.725686073303223,1.257521390914917,-0.007080843672156334
1765009586035525400,0.670525390625,9.72585678100586,1.256206750869751,-0.006725193466991186
1765009586045525500,0.680525390625,9.726081848144531,1.2544629573822021,-0.0060379826463758945
1765009586055525400,0.690525390625,9.72632122039795,1.2526072263717651,-0.005221434403210878
1765009586065525500,0.700525390625,9.726557731628418,1.2507818937301636,-0.004822631366550922
1765009586075525400,0.710525390625,9.726768493652344,1.2491401433944702,-0.004880615975707769
1765009586085525500,0.720525390625,9.72684383392334,1.2485514879226685,-0.004791931249201298
1765009586095525400,0.730525390625,9.726778030395508,1.249054193496704,-0.004819171968847513
1765009586105525500,0.740525390625,9.726608276367188,1.250374674797058,-0.004907360766083002
1765009586115525400,0.750525390625,9.72636604309082,1.2522646188735962,-0.004595597740262747
1765009586125525500,0.760525390625,9.726099014282227,1.2543327808380127,-0.0043724775314331055
1765009586135525400,0.770525390625,9.725859642028809,1.2561908960342407,-0.00440608523786068
1765009586145525500,0.780525390625,9.7257080078125,1.2573680877685547,-0.0051062824204564095
1765009586155525400,0.790525390625,9.725675582885742,1.2576085329055786,-0.006094104144722223
1765009586165525500,0.800525390625,9.725743293762207,1.2570749521255493,-0.007136960048228502
